time , step-size , {bodyFMU}.body.robot_theta , {bodyFMU}.body.robot_x , {bodyFMU}.body.robot_y , {bodyFMU}.body.robot_z , {controllerFMU}.controller.servoLeftVal , {controllerFMU}.controller.servoRightVal , {sensor1FMU}.sensor1.lf_1_sensor_reading , {sensor2FMU}.sensor2.lf_1_sensor_reading
0.16500000000000006 , 0.005 , 0.050692115982524814 , 0.13731535871235886 , -0.0771022875049913 , 0.0 , 0.1 , -0.5 , 206.00000000000006 , 254.00000000000006
0.17000000000000007 , 0.005 , 0.05315239323563274 , 0.13727853315777386 , -0.07698518703340881 , 0.0 , 0.1 , -0.5 , 193.00000000000006 , 254.00000000000006
0.17500000000000007 , 0.005 , 0.055636870528693844 , 0.13724103130667278 , -0.07686667197623687 , 0.0 , 0.1 , -0.5 , 193.00000000000006 , 254.00000000000006
0.18000000000000008 , 0.005 , 0.05814499711748556 , 0.13720285110112995 , -0.07674676211791293 , 0.0 , 0.1 , -0.5 , 179.00000000000003 , 255.00000000000006
0.18500000000000008 , 0.005 , 0.06067624481313218 , 0.13716399015799635 , -0.07662547708000808 , 0.0 , 0.1 , -0.5 , 179.00000000000003 , 255.00000000000006
0.19000000000000009 , 0.005 , 0.0632300886559715 , 0.13712444608369515 , -0.0765028363074324 , 0.0 , 0.1 , -0.5 , 166.00000000000003 , 254.00000000000006
0.1950000000000001 , 0.005 , 0.06580600660947482 , 0.13708421655908934 , -0.07637885906460379 , 0.0 , 0.1 , -0.5 , 166.00000000000003 , 254.00000000000006
0.2000000000000001 , 0.005 , 0.06840348730287334 , 0.13704329925886638 , -0.07625356444132987 , 0.0 , 0.1 , -0.5 , 145.00000000000003 , 255.00000000000006
0.2050000000000001 , 0.005 , 0.07102203423501216 , 0.13700169177554558 , -0.07612697135965207 , 0.0 , 0.1 , -0.5 , 145.00000000000003 , 255.00000000000006
0.2100000000000001 , 0.005 , 0.07366116461460674 , 0.13695939161569137 , -0.07599909857675509 , 0.0 , 0.5 , -0.1 , 124.00000000000003 , 254.00000000000006
0.2150000000000001 , 0.005 , 0.07574546475257628 , 0.13691833829615077 , -0.0758698181090057 , 0.0 , 0.5 , -0.1 , 124.00000000000003 , 254.00000000000006
0.2200000000000001 , 0.005 , 0.07564365109452227 , 0.13689921925666296 , -0.075737549479614 , 0.0 , 0.5 , -0.1 , 101.00000000000003 , 254.00000000000006
0.22500000000000012 , 0.005 , 0.07409370736503101 , 0.13690453467099653 , -0.07560206659532914 , 0.0 , 0.5 , -0.1 , 101.00000000000003 , 254.00000000000006
0.23000000000000012 , 0.005 , 0.07260385867109247 , 0.1369150629180913 , -0.07546485924963198 , 0.0 , 0.5 , -0.1 , 75.00000000000001 , 254.00000000000006
0.23500000000000013 , 0.005 , 0.07170426303980959 , 0.13691887707905384 , -0.07532682975405444 , 0.0 , 0.5 , -0.1 , 75.00000000000001 , 254.00000000000006
0.24000000000000013 , 0.005 , 0.07105493635765325 , 0.13691743930950545 , -0.0751878663104833 , 0.0 , 0.5 , -0.1 , 53.000000000000014 , 255.00000000000006
0.24500000000000013 , 0.005 , 0.07024391992793175 , 0.13691659421942698 , -0.07504755581287603 , 0.0 , 0.5 , -0.1 , 53.000000000000014 , 255.00000000000006
0.2500000000000001 , 0.005 , 0.06918639791944635 , 0.1369189765103201 , -0.07490572940794184 , 0.0 , 0.5 , -0.1 , 62.000000000000014 , 254.00000000000006
0.2550000000000001 , 0.005 , 0.06801016182551141 , 0.13692358291262263 , -0.0747624798766305 , 0.0 , 0.5 , -0.1 , 62.000000000000014 , 254.00000000000006
0.2600000000000001 , 0.005 , 0.06682334406504478 , 0.13692873816329101 , -0.07461794232784623 , 0.0 , 0.5 , -0.1 , 74.00000000000001 , 254.00000000000006
0.2650000000000001 , 0.005 , 0.0656333635587113 , 0.13693392841994612 , -0.07447216675158438 , 0.0 , 0.5 , -0.1 , 74.00000000000001 , 254.00000000000006
0.27000000000000013 , 0.005 , 0.06439980312800093 , 0.13693957099585635 , -0.07432513954123258 , 0.0 , 0.5 , -0.1 , 80.00000000000001 , 254.00000000000006
0.27500000000000013 , 0.005 , 0.06309807846954331 , 0.13694611210536023 , -0.07417684710838658 , 0.0 , 0.5 , -0.1 , 80.00000000000001 , 254.00000000000006
0.28000000000000014 , 0.005 , 0.06173259099049381 , 0.13695362128678898 , -0.07402730174710438 , 0.0 , 0.5 , -0.1 , 90.00000000000001 , 254.00000000000006
0.28500000000000014 , 0.005 , 0.060317183639394985 , 0.1369619462427389 , -0.07387652974927501 , 0.0 , 0.5 , -0.1 , 90.00000000000001 , 254.00000000000006
0.29000000000000015 , 0.005 , 0.058858702325860664 , 0.13697097030375882 , -0.07372455437600456 , 0.0 , 0.5 , -0.1 , 100.00000000000003 , 254.00000000000006
0.29500000000000015 , 0.005 , 0.05735608739553217 , 0.13698069052285083 , -0.07357139146799369 , 0.0 , 0.5 , -0.1 , 100.00000000000003 , 254.00000000000006
0.30000000000000016 , 0.005 , 0.055806805932834325 , 0.13699115250369054 , -0.07341705397906448 , 0.0 , 0.5 , -0.1 , 112.00000000000003 , 254.00000000000006
0.30500000000000016 , 0.005 , 0.05421081903455164 , 0.13700238111163324 , -0.07326155620040492 , 0.0 , 0.5 , -0.1 , 112.00000000000003 , 254.00000000000006
0.31000000000000016 , 0.005 , 0.0525700776811531 , 0.13701436936437722 , -0.07310491420928308 , 0.0 , 0.5 , -0.1 , 123.00000000000003 , 255.00000000000006
0.31500000000000017 , 0.005 , 0.05088656803569287 , 0.137027101478885 , -0.07294714440849927 , 0.0 , 0.5 , -0.1 , 123.00000000000003 , 255.00000000000006
0.3200000000000002 , 0.005 , 0.04916143577095559 , 0.13704057039297743 , -0.07278826256033603 , 0.0 , 0.5 , -0.1 , 133.00000000000003 , 255.00000000000006
0.3250000000000002 , 0.005 , 0.047395323676613726 , 0.13705477779132716 , -0.07262828385296284 , 0.0 , 0.5 , -0.1 , 133.00000000000003 , 255.00000000000006
0.3300000000000002 , 0.005 , 0.04558892974678053 , 0.1370697267155951 , -0.07246722332148772 , 0.0 , 0.5 , -0.1 , 143.00000000000003 , 254.00000000000006
0.3350000000000002 , 0.005 , 0.04374317603597417 , 0.13708541742763938 , -0.07230509604624377 , 0.0 , 0.5 , -0.1 , 143.00000000000003 , 254.00000000000006
0.3400000000000002 , 0.005 , 0.04185906762972813 , 0.13710184821575133 , -0.07214191709131443 , 0.0 , 0.5 , -0.1 , 156.00000000000003 , 254.00000000000006
0.3450000000000002 , 0.005 , 0.03993754324672487 , 0.13711901758226058 , -0.07197770139351674 , 0.0 , 0.5 , -0.1 , 156.00000000000003 , 254.00000000000006
0.3500000000000002 , 0.005 , 0.037979451948281395 , 0.13713692511472791 , -0.07181246372793729 , 0.0 , 0.5 , -0.1 , 169.00000000000003 , 254.00000000000006
0.3550000000000002 , 0.005 , 0.03598560361847534 , 0.13715557104091686 , -0.0716462187334884 , 0.0 , 0.5 , -0.1 , 169.00000000000003 , 254.00000000000006
0.3600000000000002 , 0.005 , 0.033956807309390914 , 0.13717495560632073 , -0.07147898094008505 , 0.0 , 0.5 , -0.1 , 179.00000000000003 , 254.00000000000006
0.3650000000000002 , 0.005 , 0.03189387168522948 , 0.13719507890863242 , -0.07131076477329046 , 0.0 , 0.5 , -0.1 , 179.00000000000003 , 254.00000000000006
0.3700000000000002 , 0.005 , 0.029797589465934384 , 0.13721594106194948 , -0.07114158454663355 , 0.0 , 0.5 , -0.1 , 189.00000000000003 , 254.00000000000006
0.3750000000000002 , 0.005 , 0.027668728943802536 , 0.137237542352078 , -0.07097145445629721 , 0.0 , 0.5 , -0.1 , 189.00000000000003 , 254.00000000000006
0.3800000000000002 , 0.005 , 0.0255080361838482 , 0.13725988324794766 , -0.07080038858182518 , 0.0 , 0.5 , -0.1 , 199.00000000000006 , 255.00000000000006
0.38500000000000023 , 0.005 , 0.023316240182283607 , 0.1372829643368488 , -0.07062840088905711 , 0.0 , 0.5 , -0.1 , 199.00000000000006 , 255.00000000000006
0.39000000000000024 , 0.005 , 0.02109405515610119 , 0.13730678627817855 , -0.0704555052319531 , 0.0 , 0.5 , -0.1 , 210.00000000000006 , 254.00000000000006
0.39500000000000024 , 0.005 , 0.018842179978337977 , 0.13733134979986275 , -0.07028171535305315 , 0.0 , 0.5 , -0.1 , 210.00000000000006 , 254.00000000000006
0.40000000000000024 , 0.005 , 0.016561297226320878 , 0.1373566557109478 , -0.07010704488370265 , 0.0 , 0.5 , -0.1 , 218.00000000000006 , 248.00000000000006
0.40500000000000025 , 0.005 , 0.014252073211271084 , 0.13738270490538818 , -0.06993150734469872 , 0.0 , 0.5 , -0.1 , 218.00000000000006 , 248.00000000000006
0.41000000000000025 , 0.005 , 0.011915158710477571 , 0.13740949835429617 , -0.06975511614725505 , 0.0 , 0.5 , -0.1 , 227.00000000000006 , 243.00000000000006
0.41500000000000026 , 0.005 , 0.009551189669473582 , 0.13743703709566363 , -0.06957788459399056 , 0.0 , 0.5 , -0.1 , 227.00000000000006 , 243.00000000000006
0.42000000000000026 , 0.005 , 0.007160787583974363 , 0.13746532222772187 , -0.06939982587983586 , 0.0 , 0.5 , -0.1 , 234.00000000000006 , 236.00000000000006
0.42500000000000027 , 0.005 , 0.0047445597092016885 , 0.13749435490556627 , -0.06922095309291201 , 0.0 , 0.5 , -0.1 , 234.00000000000006 , 236.00000000000006
0.43000000000000027 , 0.005 , 0.00230309930146078 , 0.13752413633822833 , -0.06904127921544172 , 0.0 , 0.5 , -0.1 , 239.00000000000006 , 224.00000000000006
0.4350000000000003 , 0.005 , -1.6301405605779486E-4 , 0.137554667784778 , -0.06886081712469831 , 0.0 , 0.5 , -0.1 , 239.00000000000006 , 224.00000000000006
0.4400000000000003 , 0.005 , -0.0026532141005996632 , 0.13758595054984998 , -0.06867957959397097 , 0.0 , 0.5 , -0.1 , 244.00000000000006 , 211.00000000000006
0.4450000000000003 , 0.005 , -0.005166947564018567 , 0.13761798597940442 , -0.06849757929353385 , 0.0 , 0.5 , -0.1 , 244.00000000000006 , 211.00000000000006
0.4500000000000003 , 0.005 , -0.007703673879380836 , 0.1376507754570038 , -0.0683148287916196 , 0.0 , 0.5 , -0.1 , 249.00000000000006 , 197.00000000000006
0.4550000000000003 , 0.005 , -0.010262864900299321 , 0.13768432040041412 , -0.06813134055539995 , 0.0 , 0.5 , -0.1 , 249.00000000000006 , 197.00000000000006
0.4600000000000003 , 0.005 , -0.012844004619528683 , 0.13771862225830026 , -0.06794712695197262 , 0.0 , 0.5 , -0.1 , 252.00000000000006 , 179.00000000000003
0.4650000000000003 , 0.005 , -0.015446588887499658 , 0.13775368250696327 , -0.06776220024935103 , 0.0 , 0.5 , -0.1 , 252.00000000000006 , 179.00000000000003
0.4700000000000003 , 0.005 , -0.018070125136721252 , 0.1377895026471832 , -0.06757657261745495 , 0.0 , 0.5 , -0.1 , 254.00000000000006 , 161.00000000000003
0.4750000000000003 , 0.005 , -0.020714132114938614 , 0.13782608420121956 , -0.06739025612910093 , 0.0 , 0.5 , -0.1 , 254.00000000000006 , 161.00000000000003
0.4800000000000003 , 0.005 , -0.023378139626027826 , 0.13786342870996815 , -0.06720326276099226 , 0.0 , 0.5 , -0.1 , 255.00000000000006 , 143.00000000000003
0.4850000000000003 , 0.005 , -0.02606168827671866 , 0.137901537730247 , -0.06701560439470675 , 0.0 , 0.5 , -0.1 , 255.00000000000006 , 143.00000000000003
0.4900000000000003 , 0.005 , -0.028764329228392328 , 0.1379404128321922 , -0.06682729281768164 , 0.0 , 0.1 , -0.5 , 254.00000000000006 , 126.00000000000003
0.49500000000000033 , 0.005 , -0.03091070562959633 , 0.1379781071180879 , -0.0666382803225826 , 0.0 , 0.1 , -0.5 , 254.00000000000006 , 126.00000000000003
0.5000000000000003 , 0.005 , -0.03086987778852912 , 0.13799382925394216 , -0.06644790590806136 , 0.0 , 0.1 , -0.5 , 254.00000000000006 , 108.00000000000003
0.5050000000000003 , 0.005 , -0.029380037744477696 , 0.137984953854497 , -0.06625604110709009 , 0.0 , 0.1 , -0.5 , 254.00000000000006 , 108.00000000000003
0.5100000000000003 , 0.005 , -0.027948967464769 , 0.13797068352081412 , -0.06606330217084634 , 0.0 , 0.1 , -0.5 , 254.00000000000006 , 91.00000000000001
0.5150000000000003 , 0.005 , -0.027106402480135936 , 0.13796298021642894 , -0.06587005094399617 , 0.0 , 0.1 , -0.5 , 254.00000000000006 , 91.00000000000001
0.5200000000000004 , 0.005 , -0.02651247892048828 , 0.13796040858005676 , -0.06567623637870401 , 0.0 , 0.1 , -0.5 , 254.00000000000006 , 75.00000000000001
0.5250000000000004 , 0.005 , -0.025755634847631992 , 0.1379571257064511 , -0.06548170068287966 , 0.0 , 0.1 , -0.5 , 254.00000000000006 , 75.00000000000001
0.5300000000000004 , 0.005 , -0.024751260470753548 , 0.1379504865035062 , -0.06528638556533535 , 0.0 , 0.1 , -0.5 , 254.00000000000006 , 81.00000000000001
0.5350000000000004 , 0.005 , -0.023627073208691993 , 0.13794148658621028 , -0.06509033194302731 , 0.0 , 0.1 , -0.5 , 254.00000000000006 , 81.00000000000001
0.5400000000000004 , 0.005 , -0.022491071633809777 , 0.1379318000786601 , -0.06489359367290626 , 0.0 , 0.1 , -0.5 , 255.00000000000006 , 89.00000000000001
0.5450000000000004 , 0.005 , -0.02135065756184785 , 0.13792194271829608 , -0.06469619161462975 , 0.0 , 0.1 , -0.5 , 255.00000000000006 , 89.00000000000001
0.5500000000000004 , 0.005 , -0.020165497521551765 , 0.13791149850929474 , -0.06449812451264428 , 0.0 , 0.1 , -0.5 , 255.00000000000006 , 93.00000000000001
0.5550000000000004 , 0.005 , -0.018911090034370883 , 0.1379000210529804 , -0.06429939236152318 , 0.0 , 0.1 , -0.5 , 255.00000000000006 , 93.00000000000001
0.5600000000000004 , 0.005 , -0.01759186721492526 , 0.13788743998209071 , -0.06410000433922151 , 0.0 , 0.1 , -0.5 , 255.00000000000006 , 99.00000000000003
0.5650000000000004 , 0.005 , -0.016221671833410504 , 0.13787390705432837 , -0.06389997388733078 , 0.0 , 0.1 , -0.5 , 255.00000000000006 , 99.00000000000003
0.5700000000000004 , 0.005 , -0.014807356510411799 , 0.1378595389423687 , -0.06369931311003002 , 0.0 , 0.1 , -0.5 , 254.00000000000006 , 108.00000000000003
0.5750000000000004 , 0.005 , -0.01334788683747721 , 0.13784433890921757 , -0.06349803181200747 , 0.0 , 0.1 , -0.5 , 254.00000000000006 , 108.00000000000003
0.5800000000000004 , 0.005 , -0.011840762208267819 , 0.13782826171232196 , -0.06329613912588058 , 0.0 , 0.1 , -0.5 , 254.00000000000006 , 114.00000000000003
0.5850000000000004 , 0.005 , -0.010285970865522302 , 0.13781128280957752 , -0.06309364467323024 , 0.0 , 0.1 , -0.5 , 254.00000000000006 , 114.00000000000003
0.5900000000000004 , 0.005 , -0.008685484136406347 , 0.13779340952859825 , -0.06289055853018155 , 0.0 , 0.1 , -0.5 , 255.00000000000006 , 123.00000000000003
0.5950000000000004 , 0.005 , -0.007041306552788334 , 0.1377746580941166 , -0.06268689078642885 , 0.0 , 0.1 , -0.5 , 255.00000000000006 , 123.00000000000003
0.6000000000000004 , 0.005 , -0.005354603740848602 , 0.13775503612542608 , -0.06248265134876696 , 0.0 , 0.1 , -0.5 , 254.00000000000006 , 132.00000000000003
0.6050000000000004 , 0.005 , -0.003626039852476207 , 0.13773454258565346 , -0.06227785000501154 , 0.0 , 0.1 , -0.5 , 254.00000000000006 , 132.00000000000003
0.6100000000000004 , 0.005 , -0.0018563339135513881 , 0.13771317514340395 , -0.0620724965180471 , 0.0 , 0.1 , -0.5 , 254.00000000000006 , 144.00000000000003
0.6150000000000004 , 0.005 , -4.642776896060421E-5 , 0.1376909342995609 , -0.06186660064165683 , 0.0 , 0.1 , -0.5 , 254.00000000000006 , 144.00000000000003
0.6200000000000004 , 0.005 , 0.0018026546645290745 , 0.13766782258475674 , -0.061660172093783536 , 0.0 , 0.1 , -0.5 , 254.00000000000006 , 154.00000000000003
0.6250000000000004 , 0.005 , 0.0036899562095068917 , 0.1376438423759522 , -0.061453220540315844 , 0.0 , 0.1 , -0.5 , 254.00000000000006 , 154.00000000000003
0.6300000000000004 , 0.005 , 0.005614609501601627 , 0.13761899502344116 , -0.061245755597419724 , 0.0 , 0.1 , -0.5 , 254.00000000000006 , 165.00000000000003
0.6350000000000005 , 0.005 , 0.0075757866424082596 , 0.13759328129015438 , -0.06103778683633 , 0.0 , 0.1 , -0.5 , 254.00000000000006 , 165.00000000000003
0.6400000000000005 , 0.005 , 0.009572661020032684 , 0.1375667019688323 , -0.06082932378218349 , 0.0 , 0.1 , -0.5 , 253.00000000000006 , 180.00000000000003
0.6450000000000005 , 0.005 , 0.011604406891775464 , 0.13753925804444922 , -0.06062037591037751 , 0.0 , 0.1 , -0.5 , 253.00000000000006 , 180.00000000000003
0.6500000000000005 , 0.005 , 0.013670214873455974 , 0.13751095052816778 , -0.06041095264498915 , 0.0 , 0.1 , -0.5 , 249.00000000000006 , 192.00000000000006
0.6550000000000005 , 0.005 , 0.015769300364801474 , 0.1374817803000559 , -0.06020106335915806 , 0.0 , 0.1 , -0.5 , 249.00000000000006 , 192.00000000000006
0.6600000000000005 , 0.005 , 0.0179009013384214 , 0.1374517480951158 , -0.05999071737523147 , 0.0 , 0.1 , -0.5 , 246.00000000000006 , 207.00000000000006
0.6650000000000005 , 0.005 , 0.020064273193738616 , 0.13742085456529432 , -0.059779923963856244 , 0.0 , 0.1 , -0.5 , 246.00000000000006 , 207.00000000000006
0.6700000000000005 , 0.005 , 0.022258686472014566 , 0.13738910032321577 , -0.05956869234279833 , 0.0 , 0.1 , -0.5 , 242.00000000000006 , 218.00000000000006
0.6750000000000005 , 0.005 , 0.02448342741115373 , 0.13735648594355243 , -0.05935703167627465 , 0.0 , 0.1 , -0.5 , 242.00000000000006 , 218.00000000000006
0.6800000000000005 , 0.005 , 0.02673779888288807 , 0.13732301194838853 , -0.05914495107477126 , 0.0 , 0.1 , -0.5 , 237.00000000000006 , 228.00000000000006
0.6850000000000005 , 0.005 , 0.02902112035256378 , 0.13728867880142026 , -0.05893245959492022 , 0.0 , 0.1 , -0.5 , 237.00000000000006 , 228.00000000000006
0.6900000000000005 , 0.005 , 0.03133272714080985 , 0.13725348691371364 , -0.0587195662392174 , 0.0 , 0.1 , -0.5 , 231.00000000000006 , 239.00000000000006
0.6950000000000005 , 0.005 , 0.033671969716125676 , 0.13721743665205954 , -0.05850627995567727 , 0.0 , 0.1 , -0.5 , 231.00000000000006 , 239.00000000000006
0.7000000000000005 , 0.005 , 0.03603821330641098 , 0.13718052834379196 , -0.05829260963758433 , 0.0 , 0.1 , -0.5 , 223.00000000000006 , 246.00000000000006
0.7050000000000005 , 0.005 , 0.038430837682108365 , 0.13714276227843716 , -0.05807856412337835 , 0.0 , 0.1 , -0.5 , 223.00000000000006 , 246.00000000000006
0.7100000000000005 , 0.005 , 0.040849236907234195 , 0.1371041387089899 , -0.05786415219661141 , 0.0 , 0.1 , -0.5 , 213.00000000000006 , 250.00000000000006
0.7150000000000005 , 0.005 , 0.04329281900683769 , 0.1370646578542225 , -0.057649382585920804 , 0.0 , 0.1 , -0.5 , 213.00000000000006 , 250.00000000000006
0.7200000000000005 , 0.005 , 0.045761005608022556 , 0.13702431990163302 , -0.05743426396501314 , 0.0 , 0.1 , -0.5 , 202.00000000000006 , 254.00000000000006
0.7250000000000005 , 0.005 , 0.048253231607909314 , 0.13698312501022478 , -0.05721880495268161 , 0.0 , 0.1 , -0.5 , 202.00000000000006 , 254.00000000000006
0.7300000000000005 , 0.005 , 0.05076894487401443 , 0.1369410733128357 , -0.05700301411286868 , 0.0 , 0.1 , -0.5 , 189.00000000000003 , 254.00000000000006
0.7350000000000005 , 0.005 , 0.05330760595743295 , 0.13689816491820517 , -0.056786899954768225 , 0.0 , 0.1 , -0.5 , 189.00000000000003 , 254.00000000000006
0.7400000000000005 , 0.005 , 0.05586868780545102 , 0.13685439991300474 , -0.05657047093295584 , 0.0 , 0.1 , -0.5 , 173.00000000000003 , 254.00000000000006
0.7450000000000006 , 0.005 , 0.05845167547427732 , 0.1368097783638822 , -0.05635373544754141 , 0.0 , 0.1 , -0.5 , 173.00000000000003 , 254.00000000000006
0.7500000000000006 , 0.005 , 0.061056065847785015 , 0.13676430031945416 , -0.05613670184434425 , 0.0 , 0.1 , -0.5 , 156.00000000000003 , 254.00000000000006
0.7550000000000006 , 0.005 , 0.06368136736512346 , 0.13671796581219306 , -0.05591937841509172 , 0.0 , 0.1 , -0.5 , 156.00000000000003 , 254.00000000000006
0.7600000000000006 , 0.005 , 0.0663270997561784 , 0.136670774860208 , -0.055701773397640014 , 0.0 , 0.1 , -0.5 , 137.00000000000003 , 254.00000000000006
0.7650000000000006 , 0.005 , 0.06899279378298068 , 0.13662272746894527 , -0.05548389497621471 , 0.0 , 0.1 , -0.5 , 137.00000000000003 , 254.00000000000006
0.7700000000000006 , 0.005 , 0.07167799098631361 , 0.13657382363282447 , -0.055265751281668204 , 0.0 , 0.5 , -0.1 , 115.00000000000003 , 254.00000000000006
0.7750000000000006 , 0.005 , 0.07380733788782966 , 0.1365260084444188 , -0.05504720740500729 , 0.0 , 0.5 , -0.1 , 115.00000000000003 , 254.00000000000006
0.7800000000000006 , 0.005 , 0.07375005338408679 , 0.13650005493217846 , -0.05482670586838092 , 0.0 , 0.5 , -0.1 , 87.00000000000001 , 254.00000000000006
0.7850000000000006 , 0.005 , 0.07224441513327506 , 0.1364986442062155 , -0.05460399847834181 , 0.0 , 0.5 , -0.1 , 87.00000000000001 , 254.00000000000006
0.7900000000000006 , 0.005 , 0.07079793937151796 , 0.1365026537394835 , -0.0543805185230415 , 0.0 , 0.5 , -0.1 , 61.000000000000014 , 254.00000000000006
0.7950000000000006 , 0.005 , 0.0699401079151476 , 0.13650014456453416 , -0.054157136724228665 , 0.0 , 0.5 , -0.1 , 61.000000000000014 , 254.00000000000006
