time,step-size,{bodyFMU}.body.robot_theta,{bodyFMU}.body.robot_x,{bodyFMU}.body.robot_y,{bodyFMU}.body.robot_z,{bodyFMU}.body.total_energy_used,{controllerFMU}.controller.servoLeftVal,{controllerFMU}.controller.servoRightVal,{sensor1FMU}.sensor1.lf_1_sensor_reading,{sensor2FMU}.sensor2.lf_1_sensor_reading
0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0000000000000002,1.0000000000000002
0.1,0.1,0.0,0.138,-0.08,0.0,0.7999999999997272,0.4,-0.4,254.00000000000006,254.00000000000006
0.30000000000000004,0.2,0.0,0.138,-0.07516805482427268,0.0,2.6991798977865074,0.4,-0.4,254.00000000000006,254.00000000000006
0.5,0.2,0.0,0.138,-0.06708661330582183,0.0,5.0541972137516495,0.4,-0.4,255.00000000000006,254.00000000000006
0.7,0.2,0.0,0.138,-0.0569793028889697,0.0,7.818651815523026,0.4,-0.4,255.00000000000006,254.00000000000006
0.8999999999999999,0.2,0.0,0.138,-0.04556648280805284,0.0,10.895514291330073,0.4,-0.4,254.00000000000006,255.00000000000006
1.0999999999999999,0.2,0.0,0.138,-0.03324953682293243,0.0,14.210784759599846,0.4,-0.4,255.00000000000006,254.00000000000006
1.2999999999999998,0.2,0.0,0.138,-0.020451116739398208,0.0,17.660852957120824,0.4,-0.4,254.00000000000006,255.00000000000006
1.4999999999999998,0.2,0.0,0.138,-0.007304092791842104,0.0,21.211566021167073,0.4,-0.4,255.00000000000006,254.00000000000006
1.6999999999999997,0.2,0.0,0.138,0.006067578325019821,0.0,24.82857443856892,0.4,-0.4,254.00000000000006,254.00000000000006
1.8999999999999997,0.2,0.0,0.138,0.019584016485181016,0.0,28.488901978221293,0.4,-0.4,254.00000000000006,255.00000000000006
2.0999999999999996,0.2,0.0,0.138,0.03319374536825852,0.0,32.177393170117284,0.4,-0.4,254.00000000000006,254.00000000000006
2.3,0.2,0.0,0.138,0.04686359262347296,0.0,35.884136544055764,0.4,-0.4,254.00000000000006,254.00000000000006
2.5,0.2,0.0,0.138,0.0605721813371672,0.0,39.60268474405666,0.4,-0.4,254.00000000000006,254.00000000000006
2.7,0.2,0.0,0.138,0.07430573580678206,0.0,43.32885796357641,0.4,-0.4,254.00000000000006,254.00000000000006
2.9000000000000004,0.2,0.0,0.138,0.0880553786993203,0.0,47.05995226975347,0.4,-0.4,254.00000000000006,254.00000000000006
3.1000000000000005,0.2,0.0,0.138,0.10181538928723298,0.0,50.79422088317233,0.4,-0.4,254.00000000000006,255.00000000000006
3.3000000000000007,0.2,0.0,0.138,0.11558208102145041,0.0,54.53053635421975,0.4,-0.4,254.00000000000006,254.00000000000006
3.500000000000001,0.2,0.0,0.138,0.1293530782174256,0.0,58.26817138861361,0.4,-0.4,255.00000000000006,255.00000000000006
3.700000000000001,0.2,0.0,0.138,0.14312684993742741,0.0,62.00665699483852,0.4,-0.4,254.00000000000006,254.00000000000006
3.9000000000000012,0.2,0.0,0.138,0.15690240961514562,0.0,65.74569081731897,0.4,-0.4,254.00000000000006,254.00000000000006
4.100000000000001,0.2,0.0,0.138,0.1706791214878946,0.0,69.48507795893238,0.4,-0.4,254.00000000000006,254.00000000000006
4.300000000000002,0.2,0.0,0.138,0.18445657585772673,0.0,73.22469280203404,0.4,-0.4,254.00000000000006,254.00000000000006
4.500000000000002,0.2,0.0,0.138,0.19823450870724652,0.0,76.96445438696537,0.4,-0.4,254.00000000000006,254.00000000000006
4.700000000000002,0.2,0.0,0.138,0.21201274989846403,0.0,80.70431053791845,0.4,-0.4,254.00000000000006,254.00000000000006
4.900000000000002,0.2,0.0,0.138,0.22579118979112128,0.0,84.44422763019656,0.4,-0.4,255.00000000000006,254.00000000000006
5.100000000000002,0.2,0.0,0.138,0.2395008646558895,0.0,88.1654841407385,0.4,-0.4,255.00000000000006,254.00000000000006
5.3000000000000025,0.2,0.0,0.138,0.2532795147828063,0.0,91.90546571239338,0.4,-0.4,254.00000000000006,255.00000000000006
5.500000000000003,0.2,0.0,0.138,0.26705821820165115,0.0,95.64546362897363,0.4,-0.4,254.00000000000006,254.00000000000006
5.700000000000003,0.2,0.0,0.138,0.28083695596286035,0.0,99.38547207857891,0.4,-0.4,254.00000000000006,255.00000000000006
5.900000000000003,0.2,0.0,0.138,0.2946157158549621,0.0,103.1254873158855,0.4,-0.4,255.00000000000006,254.00000000000006
6.100000000000003,0.2,0.0,0.138,0.30839449000864605,0.0,106.86550692732499,0.4,-0.4,254.00000000000006,254.00000000000006
6.300000000000003,0.2,0.0,0.138,0.32217327335277235,0.0,110.60552935754549,0.4,-0.4,254.00000000000006,255.00000000000006
6.5000000000000036,0.2,0.0,0.138,0.3359520626194011,0.0,114.34555360424292,0.4,-0.4,255.00000000000006,254.00000000000006
6.700000000000004,0.2,0.0,0.138,0.34973085570260626,0.0,118.08557902151597,0.4,-0.4,254.00000000000006,254.00000000000006
6.900000000000004,0.2,0.0,0.138,0.3635096512452874,0.0,121.82560519312983,0.4,-0.4,254.00000000000006,254.00000000000006
7.100000000000004,0.2,0.0,0.138,0.3772884483729043,0.0,125.56563185085633,0.4,-0.4,254.00000000000006,255.00000000000006
7.300000000000004,0.2,0.0,0.138,0.391067246521884,0.0,129.30565882184328,0.4,-0.4,254.00000000000006,254.00000000000006
7.500000000000004,0.2,0.0,0.138,0.40484604532905066,0.0,133.04568599470122,0.4,-0.4,254.00000000000006,254.00000000000006
7.700000000000005,0.2,0.0,0.138,0.41862484456036503,0.0,136.78571329764873,0.4,-0.4,254.00000000000006,254.00000000000006
7.900000000000005,0.2,0.0,0.138,0.4324036440650085,0.0,140.52574068442982,0.4,-0.4,255.00000000000006,254.00000000000006
8.100000000000005,0.2,0.0,0.138,0.446182443745791,0.0,144.26576812523263,0.4,-0.4,254.00000000000006,254.00000000000006
8.300000000000004,0.2,0.0,0.138,0.45996124354008155,0.0,148.00579560084998,0.4,-0.4,255.00000000000006,254.00000000000006
8.500000000000004,0.2,0.0,0.138,0.47374004340751824,0.0,151.7458230989023,0.4,-0.4,255.00000000000006,254.00000000000006
8.700000000000003,0.2,0.0,0.138,0.48751884332209167,0.0,155.48585061141057,0.4,-0.4,254.00000000000006,254.00000000000006
8.900000000000002,0.2,0.0,0.138,0.501297643267041,0.0,159.2258781332357,0.4,-0.4,254.00000000000006,254.00000000000006
9.100000000000001,0.2,0.0,0.138,0.5150764432315659,0.0,162.96590566106534,0.4,-0.4,254.00000000000006,254.00000000000006
9.3,0.2,0.0,0.138,0.5288552432087047,0.0,166.70593319276395,0.4,-0.4,255.00000000000006,254.00000000000006
9.5,0.2,0.0,0.138,0.5426340431939726,0.0,170.44596072695686,0.4,-0.4,254.00000000000006,254.00000000000006
9.7,0.2,0.0,0.138,0.556412843184479,0.0,174.1859882627573,0.4,-0.4,254.00000000000006,254.00000000000006
9.899999999999999,0.2,0.0,0.138,0.5702605371783371,0.0,177.94471593727758,0.4,-0.4,255.00000000000006,254.00000000000006
10.099999999999998,0.2,0.0,0.138,0.5840393371744032,0.0,181.68474347478286,0.4,-0.4,254.00000000000006,254.00000000000006
10.299999999999997,0.2,0.0,0.138,0.5978181371718677,0.0,185.42477101271697,0.4,-0.4,254.00000000000006,254.00000000000006
10.499999999999996,0.2,0.0,0.138,0.611596937170234,0.0,189.16479855092712,0.4,-0.4,254.00000000000006,254.00000000000006
10.699999999999996,0.2,0.0,0.138,0.6253757371691809,0.0,192.90482608931552,0.4,-0.4,254.00000000000006,255.00000000000006
10.899999999999995,0.2,0.0,0.138,0.6391545371685027,0.0,196.64485362781852,0.4,-0.4,254.00000000000006,255.00000000000006
11.099999999999994,0.2,0.0,0.138,0.6529333371680652,0.0,200.3848811663952,0.4,-0.4,254.00000000000006,254.00000000000006
11.299999999999994,0.2,0.0,0.138,0.6667121371677838,0.0,204.12490870502006,0.4,-0.4,255.00000000000006,255.00000000000006
11.499999999999993,0.2,0.0,0.138,0.6804909371676018,0.0,207.86493624367586,0.4,-0.4,254.00000000000006,254.00000000000006
11.699999999999992,0.2,0.0,0.138,0.6942697371674854,0.0,211.6049637823512,0.4,-0.4,254.00000000000006,254.00000000000006
11.899999999999991,0.2,0.0,0.138,0.7080485371674087,0.0,215.34499132103974,0.4,-0.4,254.00000000000006,255.00000000000006
12.09999999999999,0.2,0.0,0.138,0.72182733716736,0.0,219.08501885973556,0.4,-0.4,254.00000000000006,255.00000000000006
12.29999999999999,0.2,0.0,0.138,0.7356061371673316,0.0,222.82504639843773,0.4,-0.4,254.00000000000006,255.00000000000006
12.49999999999999,0.2,0.0,0.138,0.7493849371673066,0.0,226.56507393714264,0.4,-0.4,255.00000000000006,254.00000000000006
12.699999999999989,0.2,0.0,0.138,0.7631637371672965,0.0,230.30510147584937,0.4,-0.4,254.00000000000006,254.00000000000006
12.899999999999988,0.2,0.0,0.138,0.7769425371672937,0.0,234.04512901455746,0.4,-0.4,255.00000000000006,255.00000000000006
13.099999999999987,0.2,0.0,0.138,0.7907213371672909,0.0,237.7851565532651,0.4,-0.4,255.00000000000006,254.00000000000006
13.299999999999986,0.2,0.0,0.138,0.8045001371672881,0.0,241.52518409197364,0.4,-0.4,254.00000000000006,254.00000000000006
13.499999999999986,0.2,0.0,0.138,0.8182789371672853,0.0,245.26521163068674,0.4,-0.4,254.00000000000006,255.00000000000006
13.699999999999985,0.2,0.0,0.138,0.8320577371672825,0.0,249.00523916939983,0.4,-0.4,254.00000000000006,255.00000000000006
13.899999999999984,0.2,0.0,0.138,0.8458365371672797,0.0,252.74526670811292,0.4,-0.4,255.00000000000006,255.00000000000006
14.099999999999984,0.2,0.0,0.138,0.8596153371672769,0.0,256.48529424682647,0.4,-0.4,255.00000000000006,254.00000000000006
14.299999999999983,0.2,0.0,0.138,0.8733941371672741,0.0,260.22532178553956,0.4,-0.4,255.00000000000006,254.00000000000006
14.499999999999982,0.2,0.0,0.138,0.8871729371672713,0.0,263.96534932425266,0.4,-0.4,254.00000000000006,255.00000000000006
14.699999999999982,0.2,0.0,0.138,0.9009517371672685,0.0,267.70537686296575,0.4,-0.4,255.00000000000006,254.00000000000006
14.89999999999998,0.2,0.0,0.138,0.9147305371672657,0.0,271.44540440167884,0.4,-0.4,254.00000000000006,254.00000000000006
15.09999999999998,0.2,0.0,0.138,0.9285093371672629,0.0,275.18543194039194,0.4,-0.4,255.00000000000006,254.00000000000006
15.29999999999998,0.2,0.0,0.138,0.9422881371672601,0.0,278.92545947910503,0.4,-0.4,255.00000000000006,255.00000000000006
15.499999999999979,0.2,0.0,0.138,0.9560669371672573,0.0,282.6654870178186,0.4,-0.4,254.00000000000006,254.00000000000006
15.699999999999978,0.2,0.0,0.138,0.9698457371672545,0.0,286.40551455653167,0.4,-0.4,254.00000000000006,255.00000000000006
15.899999999999977,0.2,0.0,0.138,0.9836245371672517,0.0,290.14554209524476,0.4,-0.4,254.00000000000006,254.00000000000006
16.099999999999977,0.2,0.0,0.138,0.9974033371672489,0.0,293.88556963395786,0.4,-0.4,254.00000000000006,254.00000000000006
16.299999999999976,0.2,0.0,0.138,1.011182137167246,0.0,297.6255971726714,0.4,-0.4,254.00000000000006,255.00000000000006
16.499999999999975,0.2,0.0,0.138,1.0249609371672432,0.0,301.36562471138495,0.4,-0.4,254.00000000000006,254.00000000000006
16.699999999999974,0.2,0.0,0.138,1.0387397371672404,0.0,305.1056522500985,0.4,-0.4,254.00000000000006,254.00000000000006
16.899999999999974,0.2,0.0,0.138,1.0525185371672376,0.0,308.84567978881205,0.4,-0.4,254.00000000000006,254.00000000000006
17.099999999999973,0.2,0.0,0.138,1.0662973371672348,0.0,312.5857073275256,0.4,-0.4,254.00000000000006,254.00000000000006
17.299999999999972,0.2,0.0,0.138,1.080076137167232,0.0,316.32573486623915,0.4,-0.4,255.00000000000006,254.00000000000006
