time , step-size , {09870916-25e8-4dd6-9f73-e77f5cad4edb}.sensor2.lf_1_sensor_reading , {94874951-8049-4bed-a719-067e97f77eb4}.body.robot_theta , {94874951-8049-4bed-a719-067e97f77eb4}.body.robot_x , {94874951-8049-4bed-a719-067e97f77eb4}.body.robot_y , {94874951-8049-4bed-a719-067e97f77eb4}.body.robot_z , {9737bfcb-3243-4f09-ac5c-9ac4872e3d94}.sensor1.lf_1_sensor_reading , {guid}.controller.servo_left_out , {guid}.controller.servo_right_out
0.0 , 0.0 , 1.0000000000000002 , 0.0 , 0.0 , 0.0 , 0.0 , 1.0000000000000002 , 0.0 , 0.0
0.005 , 0.005 , 143.00000000000003 , 0.0 , 0.138 , -0.08 , 0.0 , 143.00000000000003 , 0.4 , -0.4
0.01 , 0.005 , 143.00000000000003 , 0.0 , 0.138 , -0.07993492171395784 , 0.0 , 143.00000000000003 , 0.4 , -0.4
0.015 , 0.005 , 205.00000000000006 , 0.0 , 0.138 , -0.07982439961249295 , 0.0 , 205.00000000000006 , 0.4 , -0.4
0.02 , 0.005 , 205.00000000000006 , 0.0 , 0.138 , -0.07968932508453484 , 0.0 , 205.00000000000006 , 0.4 , -0.4
0.025 , 0.005 , 234.00000000000006 , 0.0 , 0.138 , -0.07953234044479737 , 0.0 , 234.00000000000006 , 0.4 , -0.4
0.030000000000000002 , 0.005 , 246.00000000000006 , 0.0 , 0.138 , -0.07935568212840079 , 0.0 , 141.00000000000003 , 0.4 , -0.4
0.035 , 0.005 , 246.00000000000006 , 0.0 , 0.138 , -0.07916143805111484 , 0.0 , 141.00000000000003 , 0.4 , -0.4
0.04 , 0.005 , 246.00000000000006 , 0.0 , 0.138 , -0.07895145110599333 , 0.0 , 141.00000000000003 , 0.1 , -0.5
0.045 , 0.005 , 251.00000000000006 , 0.0010439831821207005 , 0.13798069046014916 , -0.07874364233113688 , 0.0 , 153.00000000000003 , 0.1 , -0.5
0.049999999999999996 , 0.005 , 251.00000000000006 , 0.0030785658536517406 , 0.1379427250041413 , -0.07853463950799107 , 0.0 , 153.00000000000003 , 0.1 , -0.5
0.05499999999999999 , 0.005 , 253.00000000000006 , 0.005462559804042646 , 0.1378978204727129 , -0.07832058813526797 , 0.0 , 158.00000000000003 , 0.1 , -0.5
0.05999999999999999 , 0.005 , 253.00000000000006 , 0.008090181388115535 , 0.13784784974786798 , -0.07810205330309673 , 0.0 , 158.00000000000003 , 0.1 , -0.5
0.06499999999999999 , 0.005 , 255.00000000000006 , 0.010907361500817326 , 0.137793744974263 , -0.07787954713329498 , 0.0 , 161.00000000000003 , 0.1 , -0.5
0.06999999999999999 , 0.005 , 255.00000000000006 , 0.013873494848818136 , 0.13773620096301514 , -0.07765352574303215 , 0.0 , 161.00000000000003 , 0.1 , -0.5
0.075 , 0.005 , 253.00000000000006 , 0.016956772955422666 , 0.13767575968067672 , -0.07742439525545387 , 0.0 , 176.00000000000003 , 0.1 , -0.5
0.08 , 0.005 , 253.00000000000006 , 0.020132187478458474 , 0.13761284566203394 , -0.07719251736717793 , 0.0 , 176.00000000000003 , 0.1 , -0.5
0.085 , 0.005 , 249.00000000000006 , 0.023380070223152718 , 0.13754779168886339 , -0.07695821438161707 , 0.0 , 197.00000000000006 , 0.1 , -0.5
0.09000000000000001 , 0.005 , 242.00000000000006 , 0.026684952262053575 , 0.1374808587460232 , -0.07672177369795376 , 0.0 , 217.00000000000006 , 0.1 , -0.5
0.09500000000000001 , 0.005 , 242.00000000000006 , 0.030034667207654017 , 0.13741225162778317 , -0.07648345178549329 , 0.0 , 217.00000000000006 , 0.1 , -0.5
0.10000000000000002 , 0.005 , 234.00000000000006 , 0.0334196460319777 , 0.1373421311504328 , -0.07624347768926103 , 0.0 , 234.00000000000006 , 0.1 , -0.5
0.10500000000000002 , 0.005 , 234.00000000000006 , 0.03683236248605521 , 0.1372706237103647 , -0.07600205611739543 , 0.0 , 234.00000000000006 , 0.1 , -0.5
0.11000000000000003 , 0.005 , 229.00000000000006 , 0.04026689694913248 , 0.13719782876490125 , -0.07575937015983251 , 0.0 , 242.00000000000006 , 0.1 , -0.5
0.11500000000000003 , 0.005 , 229.00000000000006 , 0.04371859341259281 , 0.13712382468725623 , -0.07551558368400886 , 0.0 , 242.00000000000006 , 0.1 , -0.5
0.12000000000000004 , 0.005 , 214.00000000000006 , 0.04718378970759721 , 0.13704867334876478 , -0.07527084344848892 , 0.0 , 250.00000000000006 , 0.1 , -0.5
0.12500000000000003 , 0.005 , 214.00000000000006 , 0.050659605334500826 , 0.13697242370474022 , -0.07502528097043772 , 0.0 , 250.00000000000006 , 0.1 , -0.5
0.13000000000000003 , 0.005 , 196.00000000000006 , 0.05414377459323917 , 0.13689511460029147 , -0.07477901417815051 , 0.0 , 254.00000000000006 , 0.1 , -0.5
0.13500000000000004 , 0.005 , 196.00000000000006 , 0.057634515341143215 , 0.13681677696548006 , -0.07453214887561364 , 0.0 , 254.00000000000006 , 0.1 , -0.5
0.14000000000000004 , 0.005 , 173.00000000000003 , 0.06113042577065706 , 0.13673743553245263 , -0.0742847800423571 , 0.0 , 255.00000000000006 , 0.1 , -0.5
0.14500000000000005 , 0.005 , 173.00000000000003 , 0.06463040322408777 , 0.13665711017842028 , -0.07403699298865987 , 0.0 , 255.00000000000006 , 0.1 , -0.5
0.15000000000000005 , 0.005 , 146.00000000000003 , 0.06813358034016416 , 0.13657581697583288 , -0.0737888643834354 , 0.0 , 255.00000000000006 , 0.1 , -0.5
0.15500000000000005 , 0.005 , 146.00000000000003 , 0.07163927483193863 , 0.13649356901345547 , -0.07354046316979768 , 0.0 , 255.00000000000006 , 0.1 , -0.5
0.16000000000000006 , 0.005 , 116.00000000000003 , 0.07514694998572445 , 0.13641037703823577 , -0.07329185138133547 , 0.0 , 255.00000000000006 , 0.5 , -0.1
0.16500000000000006 , 0.005 , 116.00000000000003 , 0.07656838930590514 , 0.13636478715554326 , -0.07304011395457241 , 0.0 , 255.00000000000006 , 0.5 , -0.1
0.17000000000000007 , 0.005 , 78.00000000000001 , 0.07601016208576215 , 0.1363555987802914 , -0.07278521560823643 , 0.0 , 254.00000000000006 , 0.5 , -0.1
0.17500000000000007 , 0.005 , 78.00000000000001 , 0.07475406104453451 , 0.13635947200199988 , -0.07252896874478003 , 0.0 , 254.00000000000006 , 0.5 , -0.1
0.18000000000000008 , 0.005 , 44.00000000000001 , 0.0730113713914809 , 0.1363726661080932 , -0.0722717328608672 , 0.0 , 254.00000000000006 , 0.5 , -0.1
0.18500000000000008 , 0.005 , 44.00000000000001 , 0.07089006523588967 , 0.13639330912058834 , -0.07201372310564562 , 0.0 , 254.00000000000006 , 0.5 , -0.1
0.19000000000000009 , 0.005 , 30.000000000000007 , 0.06847123492485545 , 0.1364199998983463 , -0.0717551125770905 , 0.0 , 254.00000000000006 , 0.5 , -0.1
0.1950000000000001 , 0.005 , 30.000000000000007 , 0.06581840991232821 , 0.13645164156189776 , -0.07149604326028396 , 0.0 , 254.00000000000006 , 0.5 , -0.1
0.2000000000000001 , 0.005 , 37.00000000000001 , 0.06298154146791692 , 0.13648737199370242 , -0.07123663114588073 , 0.0 , 255.00000000000006 , 0.5 , -0.1
0.2050000000000001 , 0.005 , 37.00000000000001 , 0.059999916734232106 , 0.1365265132993809 , -0.070976970698306 , 0.0 , 255.00000000000006 , 0.5 , -0.1
0.2100000000000001 , 0.005 , 50.000000000000014 , 0.05690443622798448 , 0.1365685323757014 , -0.07071713879559707 , 0.0 , 254.00000000000006 , 0.5 , -0.1
0.2150000000000001 , 0.005 , 50.000000000000014 , 0.05371940420170241 , 0.13661300994529435 , -0.07045719808799253 , 0.0 , 254.00000000000006 , 0.5 , -0.1
0.2200000000000001 , 0.005 , 71.00000000000001 , 0.05046393674937319 , 0.1366596162216155 , -0.07019719979051936 , 0.0 , 254.00000000000006 , 0.5 , -0.1
0.22500000000000012 , 0.005 , 71.00000000000001 , 0.0471530693170997 , 0.13670809178001883 , -0.06993718596549983 , 0.0 , 254.00000000000006 , 0.5 , -0.1
0.23000000000000012 , 0.005 , 100.00000000000003 , 0.04379862779209946 , 0.1367582325189383 , -0.06967719136601354 , 0.0 , 254.00000000000006 , 0.5 , -0.1
0.23500000000000013 , 0.005 , 100.00000000000003 , 0.04040991364011727 , 0.13680987783537762 , -0.06941724491237466 , 0.0 , 254.00000000000006 , 0.5 , -0.1
0.24000000000000013 , 0.005 , 130.00000000000003 , 0.03699424278685641 , 0.1368629013270076 , -0.06915737086787564 , 0.0 , 255.00000000000006 , 0.5 , -0.1
0.24500000000000013 , 0.005 , 130.00000000000003 , 0.0335573694649591 , 0.13691720348064393 , -0.06889758977148185 , 0.0 , 255.00000000000006 , 0.5 , -0.1
0.2500000000000001 , 0.005 , 156.00000000000003 , 0.030103819583056763 , 0.13697270592258845 , -0.0686379191760354 , 0.0 , 254.00000000000006 , 0.5 , -0.1
0.2550000000000001 , 0.005 , 156.00000000000003 , 0.02663715293122869 , 0.1370293468971561 , -0.06837837423193163 , 0.0 , 254.00000000000006 , 0.5 , -0.1
