time,step-size,{bodyFMU}.body.robot_theta,{bodyFMU}.body.robot_x,{bodyFMU}.body.robot_y,{bodyFMU}.body.robot_z,{bodyFMU}.body.total_energy_used,{controllerFMU}.controller.servoLeftVal,{controllerFMU}.controller.servoRightVal,{sensorFMU}.sensor1.lf_1_sensor_reading,{sensorFMU}.sensor2.lf_1_sensor_reading
0.0,0.0,-0.524,0.156,-0.33,0.0,0.0,0.0,0.0,0.0,1.0000000000000002
0.01,0.01,-0.524,0.156,-0.33,0.0,0.08000000000038199,0.0,0.0,1.0000000000000002,143.00000000000003
0.02,0.01,-0.524,0.156,-0.33,0.0,0.15999999999985448,0.0,0.0,1.0000000000000002,206.00000000000006
0.03,0.01,-0.524,0.156,-0.33,0.0,0.24000000000023647,0.0,0.0,1.0000000000000002,233.00000000000006
0.04,0.01,-0.524,0.156,-0.33,0.0,0.3200000000001637,0.0,0.0,1.0000000000000002,246.00000000000006
0.05,0.01,-0.524,0.156,-0.33,0.0,0.40000000000009095,0.0,0.0,1.0000000000000002,251.00000000000006
0.060000000000000005,0.01,-0.524,0.156,-0.33,0.0,0.4800000000000182,0.0,0.0,1.0000000000000002,252.00000000000006
0.07,0.01,-0.524,0.156,-0.33,0.0,0.5599999999999454,0.0,0.0,1.0000000000000002,254.00000000000006
0.08,0.01,-0.524,0.156,-0.33,0.0,0.6399999999998727,0.0,0.0,0.0,254.00000000000006
0.09,0.01,-0.524,0.156,-0.33,0.0,0.7200000000002547,0.0,0.0,1.0000000000000002,254.00000000000006
0.09999999999999999,0.01,-0.524,0.156,-0.33,0.0,0.7999999999997272,0.0,0.0,1.0000000000000002,254.00000000000006
0.10999999999999999,0.01,-0.524,0.156,-0.33,0.0,0.8800000000001091,0.0,0.0,1.0000000000000002,255.00000000000006
0.11999999999999998,0.01,-0.524,0.156,-0.33,0.0,0.9600000000000364,0.0,0.0,1.0000000000000002,255.00000000000006
0.12999999999999998,0.01,-0.524,0.156,-0.33,0.0,1.0399999999999636,0.0,0.0,1.0000000000000002,254.00000000000006
0.13999999999999999,0.01,-0.524,0.156,-0.33,0.0,1.1199999999998909,0.0,0.0,0.0,254.00000000000006
0.15,0.01,-0.524,0.156,-0.33,0.0,1.2000000000002728,0.0,0.0,1.0000000000000002,255.00000000000006
0.16,0.01,-0.524,0.156,-0.33,0.0,1.2799999999997453,0.0,0.0,1.0000000000000002,254.00000000000006
